id,genre_id
585511,14
588228,28
588228,878
588228,12
588555,16
588555,18
588555,14
588648,28
588648,12
588648,16
588648,10751
588648,14
592695,18
592831,878
592831,18
592983,16
592983,14
592983,10751
592983,12
592983,35
594767,35
594767,28
594767,14
595985,53
595985,28
601796,878
601796,28
601796,14
601796,12
603692,28
603692,53
603692,80
613504,10749
613504,18
614479,27
614479,53
614930,16
614930,35
614930,28
614930,878
614933,878
614933,28
615173,28
615173,9648
615173,53
615173,878
615656,28
615656,878
615656,27
615777,18
615777,35
616037,14
616037,28
616037,35
616446,28
616446,35
616446,80
619979,18
619979,9648
619979,53
627725,18
629542,10751
629542,16
629542,12
629542,35
629542,80
634492,28
634492,14
634649,28
634649,12
634649,878
635302,16
635302,28
635302,14
635302,53
635910,27
635910,53
635910,14
637649,80
637649,28
637649,53
639720,35
639720,14
639720,10751
645757,16
645757,35
645757,10751
645757,14
645757,12
646097,80
646097,28
646097,53
646097,18
646385,27
646385,9648
646385,53
646683,27
646683,53
653346,878
653346,12
653346,28
654028,10751
654028,14
654028,12
654028,35
667538,878
667538,12
667538,28
675353,28
675353,12
675353,10751
675353,35
693134,878
693134,12
695721,18
695721,878
695721,28
698508,10749
698508,18
698508,37
698687,16
698687,878
698687,12
698687,10751
700391,28
700391,12
700391,878
707610,18
707610,10749
711978,10749
713704,27
713704,53
718821,53
718821,28
719221,27
726139,28
726139,53
726139,27
726139,878
739405,28
739405,53
739405,35
739405,12
744275,10749
744275,18
744276,10749
744276,18
746036,28
746036,35
746036,10749
748230,27
748783,16
748783,35
748783,10751
748783,12
748783,28
753342,36
753342,10752
753342,10749
755679,28
755679,80
755679,53
756999,27
756999,53
758323,27
758323,53
760104,27
760104,9648
760104,53
762441,27
762441,878
762441,53
762509,12
762509,10751
762509,18
762509,16
763215,14
763215,28
763215,12
767756,10749
783110,80
783110,28
785542,18
786892,28
786892,878
786892,12
787699,35
787699,10751
787699,14
791042,28
791042,878
791042,53
799583,28
799583,35
799583,10752
799766,10402
799766,35
799766,18
801335,53
801335,80
801335,10770
807172,27
807172,53
807339,27
807339,53
814889,27
814889,18
818647,10749
818647,18
818647,35
820525,10749
820525,18
820530,16
820530,18
820530,35
820530,10749
822119,28
822119,878
823219,16
823219,14
823219,12
823464,28
823464,12
823464,878
824003,80
824003,28
824003,9648
824003,53
826510,10751
826510,12
826510,14
826510,35
827931,27
827931,878
827931,53
829560,10749
829560,18
831815,16
831815,35
831815,12
831815,10751
831973,18
835113,80
835113,18
835113,53
838209,9648
838209,27
838209,53
839033,16
839033,14
839033,28
839033,12
840326,28
840326,10752
840326,12
840430,35
840430,18
840705,9648
840705,27
840705,53
843527,10749
843527,18
843527,35
845781,28
845781,14
845781,35
848326,878
848326,18
848326,28
848326,10752
851644,10749
851644,18
856289,28
856289,14
856289,10752
857598,80
857598,28
857598,53
858017,18
858017,27
866398,80
866398,28
866398,53
868759,28
868759,35
868759,10749
869291,27
869291,9648
869291,878
872585,18
872585,36
877817,35
877817,28
877817,80
882059,80
882059,53
882059,28
882569,10752
882569,28
882569,53
882598,27
882598,9648
884605,35
884605,10749
887321,10402
887321,18
889737,18
889737,80
889737,53
893723,16
893723,10751
893723,28
893723,878
893723,35
893723,18
893723,12
896151,10752
896151,18
896151,36
899112,35
899112,28
900667,16
900667,12
900667,28
900667,14
901362,16
901362,10751
901362,10402
901362,14
901362,35
912649,28
912649,878
912649,12
912649,53
914215,53
914215,27
914215,878
916192,16
916192,18
916192,10749
916192,14
917496,35
917496,14
917496,27
923667,28
923667,12
923667,80
923667,53
926393,28
926393,53
926393,80
928480,12
928480,14
928480,9648
928480,27
929563,16
929563,10751
929563,35
929563,10402
929563,10770
929590,10752
929590,28
929590,18
931944,27
931944,9648
931944,36
932086,37
932086,18
933260,27
933260,878
934433,27
934433,80
934433,53
934632,878
934632,28
936245,9648
936245,53
937278,35
937278,18
937287,10749
937287,18
938614,27
939099,99
939099,10749
939099,18
939243,878
939243,12
939243,35
939243,10751
940139,18
940551,16
940551,28
940551,12
940551,35
940551,10751
943344,14
943344,12
945961,27
945961,878
947891,35
947891,18
948549,10749
948549,80
948549,53
949484,28
949484,53
955555,28
955555,80
955555,35
955555,53
956842,10749
956842,35
957119,35
957119,10749
957452,28
957452,14
957452,27
959092,28
959092,80
959092,18
959098,12
959098,10751
967847,14
967847,12
967847,35
967941,18
967941,14
967941,10751
967941,10749
967941,10402
968051,27
969492,28
969492,10752
969492,53
970347,28
970347,53
970347,80
972614,80
972614,53
972614,28
974262,14
974262,12
974262,10751
974262,35
974453,28
974453,80
974453,53
974576,53
974576,18
974950,18
974950,53
976573,16
976573,35
976573,10751
976573,14
976573,10749
976576,18
976576,10749
976734,28
976734,53
976734,80
978796,27
978796,53
980489,12
980489,28
980489,18
980816,18
980816,36
984324,28
985939,53
988078,10749
988078,18
988078,35
988512,10749
988512,35
989730,16
989730,14
989730,9648
989730,27
991610,28
991610,18
991610,53
995803,28
995803,878
995803,53
995803,35
995803,27
1000075,28
1000075,12
1000075,53
1001311,28
1001311,18
1001311,27
1001311,53
1003596,878
1005331,28
1005331,9648
1005331,53
1008042,27
1010161,28
1010161,80
1010161,53
1010581,10749
1010581,18
1011477,28
1011477,18
1011477,10751
1011985,16
1011985,10751
1011985,14
1011985,28
1014505,28
1014505,12
1014505,16
1014505,14
1022789,16
1022789,12
1022789,35
1022789,18
1022789,10751
1022796,16
1022796,10751
1022796,14
1022796,12
1023922,9648
1023922,53
1023922,27
1025596,28
1025596,80
1025596,53
1026436,53
1026436,35
1026436,18
1029235,28
1029235,27
1029235,53
1029281,80
1029281,27
1029281,53
1029575,28
1029575,35
1032823,80
1032823,53
1034541,27
1034541,53
1035048,28
1035048,878
1035048,53
1038263,18
1038263,10402
1041317,10752
1041613,27
1041613,9648
1041613,53
1043905,28
1043905,18
1043905,53
1047041,16
1047041,28
1047041,80
1047041,9648
1048241,28
1048241,35
1049574,28
1051896,28
1051896,27
1051896,53
1051896,878
1059128,18
1059128,10749
1059264,16
1059264,12
1059264,35
1059264,10751
1061474,28
1061474,12
1061474,878
1061474,35
1061474,16
1062215,27
1062215,878
1062215,53
1062807,16
1062807,35
1062807,12
1062807,28
1063877,27
1063877,53
1064028,878
1064028,53
1064028,27
1064213,10749
1064213,35
1064213,18
1066262,28
1066262,18
1068518,10749
1068518,53
1072790,10749
1072790,35
1075676,28
1075676,18
1075676,36
1075794,16
1075794,35
1075794,10751
1079091,10749
1079091,18
1079485,27
1079485,53
1082195,80
1082195,18
1082195,53
1084736,28
1084736,12
1084736,18
1084863,53
1084863,27
1084863,80
1084863,9648
1087205,35
1087205,18
1087388,27
1087388,878
1087388,53
1087822,14
1087822,27
1087822,28
1088563,12
1088563,10751
1094138,35
1094138,28
1094974,28
1094974,53
1096197,53
1096197,27
1096197,28
1097549,18
1097870,14
1097870,35
1100099,10749
1100099,18
1100642,10749
1100642,35
1100642,10770
1100782,27
1100782,9648
1100856,27
1100856,53
1102493,18
1104171,10749
1104171,35
1104844,16
1104844,28
1104844,18
1104937,35
1104937,53
1106739,80
1106739,18
1108427,12
1108427,35
1108427,10751
1108427,14
1111873,27
1111873,53
1114513,27
1114513,53
1116490,28
1116490,53
1117609,16
1117609,14
1118028,18
1118028,36
1118028,53
1118031,18
1118031,28
1118031,27
1122504,27
1124641,28
1124641,53
1125510,878
1125510,27
1125510,53
1127166,10749
1127166,18
1129598,28
1129598,53
1129598,27
1134424,16
1134424,28
1134424,12
1134424,14
1134424,878
1135869,18
1135869,10749
1138194,27
1138194,53
1139566,10749
1139566,18
1139566,35
1139817,28
1139817,35
1139817,80
1140648,878
1140648,27
1140648,53
1142518,28
1142518,10749
1142518,18
1144962,28
1144962,878
1145491,28
1145491,53
1147400,16
1147400,12
1147400,28
1147400,14
1147400,10751
1147416,16
1147416,12
1147416,28
1147416,14
1147710,28
1147710,53
1147710,80
1149913,18
1149913,10749
1151949,28
1151949,80
1151949,53
1152624,28
1152624,12
1152624,10752
1153291,53
1153291,28
1154215,28
1154215,53
1154223,28
1154223,53
1155089,16
1155089,878
1155089,28
1155095,27
1155095,9648
1155095,18
1156593,18
1156593,10749
1159311,16
1159311,28
1159311,12
1159311,878
1160018,28
1160018,80
1160018,53
1160018,18
1165466,27
1165466,53
1165466,28
1171640,28
1171640,80
1171640,18
1177623,28
1177623,53
1180634,18
1182047,18
1182047,36
1182387,28
1182387,80
1182387,53
1184918,16
1184918,28
1184918,878
1184918,10751
1186947,28
1186947,80
1186947,18
1188808,18
1188808,10749
1190586,18
1190586,10749
1191611,35
1191611,10749
1192195,35
1193640,18
1193640,9648
1193640,14
1196470,53
1196470,12
1196470,28
1196470,878
1200801,35
1200801,53
1203236,18
1203236,35
1203724,35
1206617,35
1206617,18
1206617,10751
1207830,16
1207830,12
1207830,35
1207830,10751
1207898,27
1208808,27
1209770,53
1209770,18
1210794,28
1210794,35
1210794,80
1210881,35
1210881,18
1210881,10751
1214484,18
1215162,28
1215162,80
1215162,53
1216191,27
1216191,9648
1217690,28
1217690,18
1217690,53
1219685,18
1219685,10770
1221404,16
1221404,12
1221404,35
1221404,10751
1223178,16
1223178,18
1223178,35
1223178,14
1225377,27
1225377,53
1225977,27
1225977,53
1225977,35
1226578,27
1226578,53
1226578,80
1231813,10749
1231813,18
1231818,10749
1231818,18
1232449,18
1232449,10751
1234811,10749
1234811,35
1234811,18
1239251,16
1239251,35
1239251,878
1241748,18
1241752,18
1241982,16
1241982,12
1241982,10751
1241982,35
1243381,18
1243381,36
1243381,28
1244492,16
1244492,18
1249532,27
1249532,9648
1252309,10749
1252309,18
1252470,53
1252470,80
1252470,9648
1252470,28
1255208,27
1255208,53
1262299,99
1262299,36
1276945,80
1276945,53
1276945,28
1287717,27
1290034,99
1290287,10749
1290287,35
1290486,10749
1290486,35
1290697,53
1290697,18
1291559,10749
1291559,18
1294203,10749
1294203,18
1296753,878
1296753,27
1296753,53
1297185,18
1298727,18
1298727,10752
1298727,36
1299652,16
1299652,9648
1299652,878
1299652,28
1306764,27
1306764,53
1310538,28
1310538,27
1310538,14
1310538,53
1311031,16
1311031,28
1311031,14
1311031,53
1311550,28
1311550,36
1321476,16
1326059,28
1326059,80
1326059,18
1328814,27
1328814,9648
1329336,16
1329336,35
1331375,28
1331375,53
1337309,28
1337309,80
1337309,18
1337309,53
1340602,27
1354627,10770
1354627,10751
1354627,35
1354627,27
1354627,16
1355755,16
1355755,12
1355755,14
1355755,10751
1357459,18
1357459,10749
1357633,28
1357633,12
1357633,14
1357633,16
1358752,53
1358752,28
1358820,10402
1359227,16
1359227,35
1359227,878
1365044,14
1365044,10751
1365044,12
1365044,18
1371727,16
1371727,10751
1371727,35
1372665,99
1373893,28
1387198,10749
1387198,18
1387198,35
1387866,35
1387866,10751
1388232,35
1388232,12
1388232,10770
1389038,16
1389038,12
1389038,35
1389038,10751
1389147,28
1391524,35
1392501,18
